Name,Count,Year
ELLIOT,755,2011
HAYDEN,747,2011
ASHTON,727,2011
JOEL,712,2011
CALEB,709,2011
BAILEY,704,2011
ELIJAH,701,2011
TAYLOR,696,2011
ROBERT,694,2011
KAYDEN,686,2011
KYLE,683,2011
FREDERICK,669,2011
BEN,667,2011
REECE,656,2011
JACKSON,647,2011
JOHN,645,2011
HARRY,7168,2012
OLIVER,6669,2012
JACK,6230,2012
CHARLIE,5571,2012
JACOB,5286,2012
THOMAS,4893,2012
ALFIE,4843,2012
RILEY,4825,2012
WILLIAM,4590,2012
JAMES,4495,2012
JOSHUA,4444,2012
GEORGE,4408,2012
ETHAN,4221,2012
NOAH,3912,2012
SAMUEL,3499,2012
DANIEL,3404,2012
OSCAR,3289,2012
MAX,3220,2012
MUHAMMAD,3161,2012
LEO,3134,2012
TYLER,3125,2012
JOSEPH,3074,2012
ARCHIE,3062,2012
HENRY,2928,2012
LUCAS,2858,2012
MOHAMMED,2853,2012
ALEXANDER,2836,2012
DYLAN,2800,2012
LOGAN,2700,2012
ISAAC,2682,2012
MASON,2625,2012
BENJAMIN,2564,2012
JAKE,2423,2012
FINLEY,2248,2012
HARRISON,2224,2012
EDWARD,2088,2012
JAYDEN,1977,2012
FREDDIE,1936,2012
ADAM,1907,2012
ZACHARY,1722,2012
SEBASTIAN,1705,2012
RYAN,1675,2012
LEWIS,1654,2012
THEO,1629,2012
LUKE,1557,2012
HARLEY,1543,2012
MATTHEW,1518,2012
HARVEY,1456,2012
TOBY,1398,2012
LIAM,1374,2012
CALLUM,1322,2012
ARTHUR,1310,2012
MICHAEL,1302,2012
JENSON,1284,2012
TOMMY,1281,2012
NATHAN,1212,2012
BOBBY,1186,2012
CONNOR,1152,2012
DAVID,1148,2012
MOHAMMAD,1125,2012
LUCA,1117,2012
CHARLES,1088,2012
KAI,1075,2012
JAMIE,1070,2012
ALEX,1064,2012
BLAKE,1046,2012
FRANKIE,1046,2012
REUBEN,1014,2012
AARON,959,2012
DEXTER,955,2012
JUDE,920,2012
LEON,918,2012
OLLIE,907,2012
STANLEY,890,2012
ELLIOT,876,2012
GABRIEL,858,2012
CAMERON,849,2012
OWEN,839,2012
LOUIE,832,2012
AIDEN,825,2012
LOUIS,815,2012
ELIJAH,792,2012
FINLAY,791,2012
RHYS,769,2012
CALEB,763,2012
EVAN,744,2012
FREDERICK,733,2012
HUGO,724,2012
KIAN,701,2012
SONNY,686,2012
SETH,683,2012
KAYDEN,678,2012
TAYLOR,677,2012
KYLE,676,2012
ELLIOTT,672,2012
ROBERT,660,2012
THEODORE,655,2012
BAILEY,646,2012
RORY,642,2012
ELLIS,627,2012
OLIVER,6949,2013
JACK,6212,2013
HARRY,5888,2013
JACOB,5126,2013
CHARLIE,5039,2013
THOMAS,4591,2013
OSCAR,4511,2013
WILLIAM,4268,2013
JAMES,4236,2013
GEORGE,4202,2013
ALFIE,4138,2013
JOSHUA,3973,2013
NOAH,3830,2013
ETHAN,3572,2013
MUHAMMAD,3499,2013
ARCHIE,3265,2013
LEO,3264,2013
HENRY,3248,2013
JOSEPH,3225,2013
SAMUEL,3188,2013
RILEY,3122,2013
DANIEL,3095,2013
MOHAMMED,2887,2013
ALEXANDER,2837,2013
MAX,2836,2013
LUCAS,2793,2013
MASON,2724,2013
LOGAN,2621,2013
ISAAC,2569,2013
BENJAMIN,2532,2013
DYLAN,2393,2013
JAKE,2311,2013
EDWARD,2273,2013
FINLEY,2154,2013
FREDDIE,2089,2013
HARRISON,2038,2013
TYLER,2021,2013
SEBASTIAN,1828,2013
ZACHARY,1780,2013
ADAM,1761,2013
THEO,1759,2013
JAYDEN,1657,2013
ARTHUR,1559,2013
TOBY,1431,2013
LUKE,1415,2013
LEWIS,1329,2013
MATTHEW,1319,2013
HARVEY,1276,2013
HARLEY,1275,2013
DAVID,1248,2013
RYAN,1234,2013
TOMMY,1207,2013
MICHAEL,1200,2013
REUBEN,1144,2013
NATHAN,1131,2013
BLAKE,1083,2013
MOHAMMAD,1059,2013
JENSON,1055,2013
BOBBY,1049,2013
LUCA,1034,2013
CHARLES,1029,2013
FRANKIE,1024,2013
DEXTER,1019,2013
KAI,1002,2013
ALEX,986,2013
CONNOR,974,2013
LIAM,973,2013
JAMIE,912,2013
ELIJAH,908,2013
STANLEY,904,2013
LOUIE,868,2013
JUDE,867,2013
CALLUM,855,2013
HUGO,842,2013
LEON,837,2013
ELLIOT,829,2013
LOUIS,827,2013
THEODORE,822,2013
GABRIEL,818,2013
OLLIE,800,2013
AARON,778,2013
FREDERICK,766,2013
EVAN,723,2013
ELLIOTT,722,2013
OWEN,708,2013
TEDDY,698,2013
FINLAY,691,2013
CALEB,679,2013
IBRAHIM,677,2013
RONNIE,671,2013
FELIX,666,2013
AIDEN,665,2013
CAMERON,659,2013
AUSTIN,657,2013
KIAN,654,2013
RORY,652,2013
SETH,648,2013
ROBERT,645,2013
ALBERT,633,2013
SONNY,630,2013
OLIVER,6649,2014
JACK,5804,2014
HARRY,5379,2014
JACOB,5050,2014
CHARLIE,4642,2014
THOMAS,4405,2014
GEORGE,4320,2014
OSCAR,4269,2014
JAMES,4167,2014
WILLIAM,4134,2014
NOAH,4085,2014
ALFIE,3868,2014
JOSHUA,3812,2014
MUHAMMAD,3588,2014
HENRY,3572,2014
LEO,3414,2014
ARCHIE,3099,2014
ETHAN,3061,2014
JOSEPH,3041,2014
FREDDIE,3023,2014
SAMUEL,3021,2014
ALEXANDER,2978,2014
LOGAN,2813,2014
DANIEL,2775,2014
ISAAC,2636,2014
MAX,2602,2014
MOHAMMED,2536,2014
BENJAMIN,2490,2014
MASON,2470,2014
LUCAS,2445,2014
EDWARD,2417,2014
HARRISON,2214,2014
JAKE,2207,2014
DYLAN,2188,2014
RILEY,2177,2014
FINLEY,2115,2014
THEO,2008,2014
SEBASTIAN,1965,2014
ADAM,1790,2014
ZACHARY,1670,2014
ARTHUR,1649,2014
TOBY,1352,2014
JAYDEN,1334,2014
LUKE,1322,2014
HARLEY,1303,2014
LEWIS,1236,2014
TYLER,1235,2014
HARVEY,1228,2014
MATTHEW,1216,2014
DAVID,1209,2014
REUBEN,1166,2014
MICHAEL,1139,2014
ELIJAH,1125,2014
KIAN,1123,2014
TOMMY,1120,2014
MOHAMMAD,1116,2014
BLAKE,1106,2014
LUCA,1101,2014
THEODORE,1090,2014
STANLEY,1059,2014
JENSON,1058,2014
NATHAN,1055,2014
CHARLES,1037,2014
FRANKIE,1030,2014
JUDE,1018,2014
TEDDY,1017,2014
LOUIE,1015,2014
LOUIS,999,2014
RYAN,989,2014
HUGO,956,2014
BOBBY,922,2014
ELLIOTT,914,2014
DEXTER,908,2014
OLLIE,906,2014
ALEX,903,2014
LIAM,902,2014
KAI,858,2014
GABRIEL,842,2014
CONNOR,841,2014
AARON,819,2014
FREDERICK,815,2014
CALLUM,803,2014
ELLIOT,780,2014
ALBERT,778,2014
LEON,765,2014
RONNIE,756,2014
RORY,755,2014
JAMIE,749,2014
AUSTIN,707,2014
SETH,694,2014
IBRAHIM,669,2014
OWEN,663,2014
CALEB,648,2014
ELLIS,641,2014
SONNY,640,2014
ROBERT,631,2014
JOEY,627,2014
FELIX,614,2014
FINLAY,611,2014
JACKSON,602,2014
OLIVER,6941,2015
JACK,5371,2015
HARRY,5308,2015
GEORGE,4869,2015
JACOB,4850,2015
CHARLIE,4831,2015
NOAH,4148,2015
WILLIAM,4083,2015
THOMAS,4075,2015
OSCAR,4066,2015
JAMES,3912,2015
MUHAMMAD,3730,2015
HENRY,3581,2015
ALFIE,3540,2015
LEO,3468,2015
JOSHUA,3394,2015
FREDDIE,3219,2015
ETHAN,2940,2015
ARCHIE,2912,2015
ISAAC,2829,2015
JOSEPH,2786,2015
ALEXANDER,2759,2015
SAMUEL,2705,2015
DANIEL,2622,2015
LOGAN,2610,2015
EDWARD,2593,2015
LUCAS,2448,2015
MAX,2407,2015
MOHAMMED,2332,2015
BENJAMIN,2328,2015
MASON,2263,2015
HARRISON,2241,2015
THEO,2103,2015
JAKE,2013,2015
SEBASTIAN,1988,2015
FINLEY,1978,2015
ARTHUR,1966,2015
ADAM,1903,2015
DYLAN,1903,2015
RILEY,1728,2015
ZACHARY,1644,2015
TEDDY,1430,2015
DAVID,1394,2015
TOBY,1363,2015
THEODORE,1302,2015
ELIJAH,1294,2015
MATTHEW,1279,2015
JENSON,1223,2015
JAYDEN,1219,2015
HARVEY,1190,2015
REUBEN,1188,2015
HARLEY,1175,2015
LUCA,1167,2015
MICHAEL,1165,2015
HUGO,1153,2015
LEWIS,1148,2015
FRANKIE,1112,2015
LUKE,1095,2015
STANLEY,1078,2015
TOMMY,1075,2015
JUDE,1040,2015
BLAKE,1024,2015
LOUIE,1002,2015
NATHAN,997,2015
GABRIEL,989,2015
CHARLES,985,2015
BOBBY,983,2015
MOHAMMAD,976,2015
RYAN,955,2015
TYLER,948,2015
ELLIOTT,938,2015
ALBERT,933,2015
ELLIOT,926,2015
RORY,912,2015
ALEX,900,2015
FREDERICK,875,2015
OLLIE,873,2015
LOUIS,854,2015
DEXTER,850,2015
JAXON,837,2015
LIAM,836,2015
JACKSON,818,2015
CALLUM,798,2015
RONNIE,798,2015
LEON,795,2015
KAI,775,2015
AARON,773,2015
ROMAN,763,2015
AUSTIN,751,2015
ELLIS,721,2015
JAMIE,708,2015
REGGIE,708,2015
SETH,703,2015
CARTER,689,2015
FELIX,680,2015
IBRAHIM,674,2015
SONNY,670,2015
KIAN,665,2015
CALEB,659,2015
CONNOR,642,2015
